0.005	1e-05	0.130394
0.005	0.01001	0.130394
0.005	0.02001	0
0.005	0.03001	0
0.005	0.04001	0
0.005	0.05001	0
0.005	0.06001	0
0.005	0.07001	0
0.005	0.08001	0
0.005	0.09001	0
0.005	0.10001	0
0.005	0.11001	0
0.005	0.12001	0
0.005	0.13001	0
0.005	0.14001	0
0.005	0.15001	0
0.005	0.16001	0
0.005	0.17001	0
0.005	0.18001	0
0.005	0.19001	0
0.005	0.20001	0
0.005	0.21001	0
0.005	0.22001	0
0.005	0.23001	0
0.005	0.24001	0
0.005	0.25001	0
0.005	0.26001	0
0.005	0.27001	0
0.005	0.28001	0
0.005	0.29001	0
0.005	0.30001	0
0.005	0.31001	0
0.005	0.32001	0
0.005	0.33001	0
0.005	0.34001	0
0.005	0.35001	0
0.005	0.36001	0
0.005	0.37001	0
0.005	0.38001	0
0.005	0.39001	0
0.005	0.40001	0
0.005	0.41001	0
0.005	0.42001	0
0.005	0.43001	0
0.005	0.44001	0
0.005	0.45001	0
0.005	0.46001	0
0.005	0.47001	0
0.005	0.48001	0
0.005	0.49001	0
0.005	0.50001	0
0.005	0.51001	0
0.005	0.52001	0
0.005	0.53001	0
0.005	0.54001	0
0.005	0.55001	0
0.005	0.56001	0
0.005	0.57001	0
0.005	0.58001	0
0.005	0.59001	0
0.005	0.60001	0
0.005	0.61001	0
0.005	0.62001	0
0.005	0.63001	0
0.005	0.64001	0
0.005	0.65001	0
0.005	0.66001	0
0.005	0.67001	0
0.005	0.68001	0
0.005	0.69001	0
0.005	0.70001	0
0.005	0.71001	0
0.005	0.72001	0
0.005	0.73001	0
0.005	0.74001	0
0.005	0.75001	0
0.005	0.76001	0
0.005	0.77001	0
0.005	0.78001	0
0.005	0.79001	0
0.005	0.80001	0
0.005	0.81001	0
0.005	0.82001	0
0.005	0.83001	0
0.005	0.84001	0
0.005	0.85001	0
0.005	0.86001	0
0.005	0.87001	0
0.005	0.88001	0
0.005	0.89001	0
0.005	0.90001	0
0.005	0.91001	0
0.005	0.92001	0
0.005	0.93001	0
0.005	0.94001	0
0.005	0.95001	0
0.005	0.96001	0
0.005	0.97001	0
0.005	0.98001	0
