0.02	4e-05	0.785815
0.02	0.04004	0.342146
0.02	0.08004	0.178666
0.02	0.12004	0.11645
0.02	0.16004	0.0844479
0.02	0.20004	0.0651059
0.02	0.24004	0.0522152
0.02	0.28004	0.0430455
0.02	0.32004	0.0362127
0.02	0.36004	0.0309417
0.02	0.40004	0.0267649
0.02	0.44004	0.0233838
0.02	0.48004	0.0205988
0.02	0.52004	0.0182717
0.02	0.56004	0.0163034
0.02	0.60004	0.0146214
0.02	0.64004	0.0131712
0.02	0.68004	0.0119113
0.02	0.72004	0.0108091
0.02	0.76004	0.00983922
0.02	0.80004	0.00898117
0.02	0.84004	0.00821844
0.02	0.88004	0.00753755
0.02	0.92004	0.00692735
0.02	0.96004	0.00637858
0.02	1.00004	0.00588348
0.02	1.04004	0.0054355
0.02	1.08004	0.00502905
0.02	1.12004	0.00465938
0.02	1.16004	0.00432239
0.02	1.20004	0.00401454
0.02	1.24004	0.00373275
0.02	1.28004	0.00347436
0.02	1.32004	0.00323701
0.02	1.36004	0.00301865
0.02	1.40004	0.00281745
0.02	1.44004	0.00263181
0.02	1.48004	0.00246029
0.02	1.52004	0.00230164
0.02	1.56004	0.0021547
0.02	1.60004	0.00201847
0.02	1.64004	0.00189204
0.02	1.68004	0.00177458
0.02	1.72004	0.00166536
0.02	1.76004	0.0015637
0.02	1.80004	0.00146901
0.02	1.84004	0.00138073
0.02	1.88004	0.00129838
0.02	1.92004	0.00122148
0.02	1.96004	0.00114964
0.02	2.00004	0.00108248
0.02	2.04004	0.00101964
0.02	2.08004	0.000960826
0.02	2.12004	0.000905737
0.02	2.16004	0.00085411
0.02	2.20004	0.000805702
0.02	2.24004	0.000760289
0.02	2.28004	0.000717665
0.02	2.32004	0.000677638
0.02	2.36004	0.000640034
0.02	2.40004	0.000604691
0.02	2.44004	0.000571458
0.02	2.48004	0.000540196
0.02	2.52004	0.000510778
0.02	2.56004	0.000483083
0.02	2.60004	0.000457001
0.02	2.64004	0.00043243
0.02	2.68004	0.000409274
0.02	2.72004	0.000387444
0.02	2.76004	0.000366858
0.02	2.80004	0.000347438
0.02	2.84004	0.000329114
0.02	2.88004	0.000311818
0.02	2.92004	0.000295488
0.02	2.96004	0.000280066
0.02	3.00004	0.000265497
0.02	3.04004	0.00025173
0.02	3.08004	0.000238719
0.02	3.12004	0.000226419
0.02	3.16004	0.000214787
0.02	3.20004	0.000203786
0.02	3.24004	0.000193379
